uid,type,points_finish,points_bronze,points_silver,points_gold,points_at
SulELvnMoeUJwuklLC_Z00X3h66,Royal,5,6,7,8,10
wJeh5xIjCJMKozqSWAjd7KZmufj,Royal,5,6,7,8,10
ZbsgKMpl5hKuNBOjs6WehM9fqcl,Royal,5,6,7,8,10
UyZklv_8n2vgw7Hve1xl2PIl3m9,Royal,5,6,7,8,10
sTf3Cc8mQvTIE9VPRoU0XxGeQN4,Royal,5,6,7,8,10
tsOcm8q82oUjmg8PnJieVmxgTNh,Royal,5,6,7,8,10
E78wHMMFcpppMWY1r5rPkdFtuWa,Royal,5,6,7,8,10
7aF2BrXiu_vR9GNY_9dClGNSev1,Royal,5,6,7,8,10
IOKzAAe9XG4m_ChvZvq9bvheXPl,Royal,5,6,7,8,10
JcDlfUTHbzvL9gzBT67aJ5wbewg,Royal,5,6,7,8,10
Rk6eo9mRfaQE50zuud9fvGA_Vj,Royal,5,6,7,8,10
1Js8YUaBXzmPZcFVevMRmcrbwnk,Royal,5,6,7,8,10
QCGPzzVSs7jcoRNz7g603O9iM20,Royal,5,6,7,8,10
55UMPhFWPL3gZ7ThdIoo3JAwIZ,Royal,5,6,7,8,10
PsVXtDV3VBH3ib0TtT1S9JIBdel,Royal,5,6,7,8,10
bY7a7YwzAk01_9RtumDhxT7hLmg,Royal,5,6,7,8,10
uA80hYtbR2wKMunUVeC3u1kygqk,Royal,5,6,7,8,10
9aAH0fUUtaYmaGnw6RvxU8sRQn,Royal,5,6,7,8,10
SjArVb5v0mwnUrndc13qTmieQki,Royal,5,6,7,8,10
h5KFAUNLe8QWRiqPCHGEM0WxnI1,Royal,5,6,7,8,10
dTTAaQVUErXpJNkw6plyLPu1KS6,Royal,5,6,7,8,10
n9ZVp3zgpO1A5Der8csIGkKwc_f,Royal,5,6,7,8,10
cjYxEjCr3RXJobY9gSYmn4JMom3,Royal,5,6,7,8,10
sQy03oUjSaXaRCfEgU7JaYtksgm,Royal,5,6,7,8,10
Z5L2rPZ7Gm18Wre54nFcOZU7ZJf,Royal,5,6,7,8,10
TSUO5A4H8HVWe49FPu7hYhNAHai,Royal,5,6,7,8,10
X16CY61etiYQ8KnwvQNgTzFvfG7,Royal,5,6,7,8,10
M1YVJv9KVu9zOu8R6sxaVfCX43e,Royal,5,6,7,8,10
OKpgAe6QOyBIA9a6ljXMoB7YRgc,Royal,5,6,7,8,10
xvCvHABhOj04MHt3eWK4Tx7LjY3,Royal,5,6,7,8,10
wDboNvioHlNjBcSByEfp6kC5owm,Royal,5,6,7,8,10
jrHC3VU35UlTe23iiH8YNdXFg_2,Royal,5,6,7,8,10
i8qiBEw0X_fW1kvIRWgojjY3ord,Royal,5,6,7,8,10
py4W5DpzVgOaDxFIxkZ9KTFMzxh,Royal,5,6,7,8,10
WmTmW9mWK5jgldDCyE4IGcZsyg1,Royal,5,6,7,8,10
DsPoxu15Oj08LaejheQpGfuJWT3,Royal,5,6,7,8,10
_yWcEQgyHKxYKZs65ZgZ6KSF7A6,Royal,5,6,7,8,10
aapBO5y7Wiy_Nygc5V7LgVlPNb5,Royal,5,6,7,8,10
Ne80IAWjwxpRd4Ic5k8PKp4XEX,Royal,5,6,7,8,10
vXWHLxOkKOTSHf6y_yamCisYyIf,Royal,5,6,7,8,10
49iXsgiTd0FTpq7RPURJV6xoJ5j,Royal,5,6,7,8,10
mdQE37qsqHMvXrSp7k8qdNH7Inh,Royal,5,6,7,8,10
Vg8L9Cp0j0hLHt0ryW8yymtzdmb,Royal,5,6,7,8,10
7OrIqtc1SSC_nwHMIs1MlvHbZqg,Royal,5,6,7,8,10
8_QVopBpsSnKLIfMqFC2y0hI0Bm,Royal,5,6,7,8,10
pmqm2WNi2mkgzABZAlJk68lUB26,Royal,5,6,7,8,10
tIp9NoDcyuD8GI3k_X9NJlkSP4c,Royal,5,6,7,8,10
IVmqmTNBFNDJKzBGmJkkAfN9_41,Royal,5,6,7,8,10
UEn_GWyHA3E1Kt_wMGqjPIVJpK8,Royal,5,6,7,8,10
SFiKrFxXGB4DzSr1cC9aOz8ulWg,Royal,5,6,7,8,10
P35l00PpE4RiHlkjtKEHzLueBaf,Royal,5,6,7,8,10
InOzTQ2VfAti4QfJMKSm1pc8Mdi,Royal,5,6,7,8,10
cffjeiyLjKqpM4f38xppHbe_uS1,Royal,5,6,7,8,10
FO5UDgr3O6wJ88oftAdE3nzerB2,Royal,5,6,7,8,10
9eg3X06iNe0Az6FSLPZCIXnv0Ib,Royal,5,6,7,8,10
dT0znKzSJwwqaw05x1ZBxWaAP_3,Royal,5,6,7,8,10
c8Y0XGYKVPfLZ_DEFcXOAPNWI3e,Royal,5,6,7,8,10
Npxwft0Qa4Zhrx38zTVP_bID9jc,Royal,5,6,7,8,10
KtdIdl_ZmmaepIbAANuKwuIz_Ce,Royal,5,6,7,8,10
X4xEc2D0sxoXpkpKrcj8D4zT2Ag,Royal,5,6,7,8,10
30JXdywUOzq4i5xh4_PDX4OLRIb,Royal,5,6,7,8,10
D5efuxGEIAY1dBvj6y0Piur8_n2,Royal,5,6,7,8,10
xdN42Kam15hdYzMuIRjupigkyFi,Royal,5,6,7,8,10
4LENUspAUFpaZdZ8EJti9Myfzg1,Royal,5,6,7,8,10
dXyvicLEkCOZ4OaCtwAp6HJW4_d,Royal,5,6,7,8,10
eZ_KhXV2miOfCJJskV69OpIUCN7,Royal,5,6,7,8,10
Vr01Ke17FqbyJ4WYrL1wDStGsk9,Royal,5,6,7,8,10
QpK1UbKsqxTGP8SReHMZCSNigC1,Royal,5,6,7,8,10
_kX80G5jHGF7TDEJRIWOJpwpfh8,Royal,5,6,7,8,10
8SqMNksPuyAVyHLEg8umzomFzC7,Royal,5,6,7,8,10
oSJcziwsyYMx3WJuIZsGcUJ9tj7,Royal,5,6,7,8,10
6SrTKtn9_FbHznOwA9nqAZ5SBag,Royal,5,6,7,8,10
4KvrPUKlZuuBHLUjcjlsWcmOWr6,Royal,5,6,7,8,10
KGnbimkGhcKpLTCeAfcSvL7tDM5,Royal,5,6,7,8,10
bFcXOEaFsVvmZbWrBXpIs8glLPi,Royal,5,6,7,8,10
3l2_WIbIvWI_ND4VBxK_fvzlJB5,Royal,5,6,7,8,10
k8G08q0nAARpr5SyCTJGKgixHF9,Royal,5,6,7,8,10
7CwfqzfsGUAxiraNeUm4XVyaCXh,Royal,5,6,7,8,10
gNM11SMK2z2DNFDH0PDCoWjiEc0,Royal,5,6,7,8,10
2wxK8TR5wQTcen5ILmla80XA6Nc,Royal,5,6,7,8,10
Qs1QrL31hl2W8qBBhHGTnIHMQP8,Royal,5,6,7,8,10
fVAOIMPpAEXvhPX5vaxh9SuiVeh,Royal,5,6,7,8,10
JfeWgwdeFHom_MF4yU7zXtn5QTf,Royal,5,6,7,8,10
AxGcGiZTzVKGql2nEoOX6INPgA,Royal,5,6,7,8,10
hpVETpoGvPmCFzOSplDj9UJPwMj,Royal,5,6,7,8,10
SSXHU6EaoJqcZ5niXdsM7uOrDpa,Royal,5,6,7,8,10
7N1xdVUO7KIxfL4abRLbbszoQyg,Royal,5,6,7,8,10
66Mn0g8UbRSzCsv8ir1Vg7sXDB1,Royal,5,6,7,8,10
lLkIdGw1lCgcX5wLbkwgjxtRZRe,Royal,5,6,7,8,10
PSbxvQgo8Dcyg9qcSdLsPr2fNF3,Royal,5,6,7,8,10
DUOtBvPxnB8bOcZ90KjyExLftW0,Royal,5,6,7,8,10
K30mjsR2KQKQ_nLdMtPGBPcJDmd,Royal,5,6,7,8,10
5tIhxH0hhpAUWZ4F7x2QnmstEX3,Royal,5,6,7,8,10
Im8C_bMwM8MgWuVPqo1W6yN8NC2,Royal,5,6,7,8,10
BtCv9980uapRlKX56W8ZUUpsPRe,Royal,5,6,7,8,10
MwU2apyUu760URekB7jam_c5uPc,Royal,5,6,7,8,10
f3BOFMQ5B06XGsWaicCVEiusy0n,Royal,5,6,7,8,10
hyO1KCbxxzaigpwFh0YhaLeBTK7,Royal,5,6,7,8,10
ZrU0NRGZbi5O9yD25gnSJLdEx6d,Royal,5,6,7,8,10
UXtJKe8rYJ4A9GQikHbG1eX_JXd,Royal,5,6,7,8,10
CniailxCC58pFQjCQI4gIQ4vMrd,Royal,5,6,7,8,10
3A69ghGufjXOaQcMrzVYsSCRVx4,Royal,5,6,7,8,10
ZVzDw0_YXDgkeCTVlS2pmFRd1vh,Royal,5,6,7,8,10
TldluH0F64dFmkgDp_KtqymrBuc,Royal,5,6,7,8,10
QzQ_6oYF9VLekLLCtBGijgDbmM3,Royal,5,6,7,8,10
jWtBTqMtoc6rrzw94ECPQPhYlU9,Royal,5,6,7,8,10
sK9p2pUfC7yLuzVZuZBnEOklFbc,Royal,5,6,7,8,10
U_g9rNS9wvLhg9XEvMXVqMhTdP2,Royal,5,6,7,8,10
_jY24VIbt0rnzvodnw1vjp8kAT4,Royal,5,6,7,8,10
wEtBSMwFFm1FsrUaN4FhDfBuxt9,Royal,5,6,7,8,10
QMq9KRbvqKOGhRMLJ0g_ZD8L4vl,Royal,5,6,7,8,10
jm2cXwBstWY8LfOHQJELStpLzJ3,Royal,5,6,7,8,10
xTYB31CUsg0w8qoVMDCiYPJh_D9,Royal,5,6,7,8,10
71EK1_IelPsu8etUBkDCR_Cpokl,Royal,5,6,7,8,10
Rt03B1cRPk7lOOPW2L4gj5em1R3,Royal,5,6,7,8,10
ppAkW6WseFv8iO5mXVj6cmUftli,Royal,5,6,7,8,10
RpxlNDfyn1HoDkx9t0_plbaZmg0,Royal,5,6,7,8,10
bIj51nPhslnMvr9KjuN__pFxoF7,Royal,5,6,7,8,10
HOUzA6Vrnmk516noXbeZinJgcu5,Royal,5,6,7,8,10
ctgSclxBd97w6BBh_V_3b399dY1,Royal,5,6,7,8,10
CPeaudEn5IS0SoQV6_FIFaNsRCe,Royal,5,6,7,8,10
f7p8WKot63PpzlqgfPnPW9zYaua,Royal,5,6,7,8,10
mrL53khKCvuYoxsgyCf2BPsJk5g,Royal,5,6,7,8,10
Jgnq3WV8chQvs2u4RpE9tpbxFx8,Royal,5,6,7,8,10
othq8V3WF4gUsfuYZ1jXz0mrk8c,Royal,5,6,7,8,10
kl3llaYOtV6gsbXH6_PwJZLfOjf,Royal,5,6,7,8,10
zH_HasJ3n3qZKyg7qyGo7qxhWYh,Royal,5,6,7,8,10
u3wlyE1owJ_Lr2jXdMsCvLpyzpb,Royal,5,6,7,8,10
nnPUcL0t45AQHBBjyRCAk7vmlV4,Royal,5,6,7,8,10
Rm997MkDdFcQnAGTjEAe_58f1pg,Royal,5,6,7,8,10
aYXtYh0UVi5wRs3yyD9PRznj649,Royal,5,6,7,8,10
_DWaJ1DBLpVEufewPsFSVm53Tra,Royal,5,6,7,8,10
Hl6IDZqgriCqjAYtKy8d88F27l3,Royal,5,6,7,8,10
h2bMkOl5vE6XBEfkBR0RWGdTVF4,Royal,5,6,7,8,10
lQ1GbRuwj7oZDDO0GjEv9fcHPQ3,Royal,5,6,7,8,10
b7bJoA2LLXCwH6lmNBS7DEAKrU2,Royal,5,6,7,8,10
LX7qBq6dnpoDJokDRb_czhaviPi,Royal,5,6,7,8,10
WYnSF0BPe3GfKE8GDfvgrBpPsKc,Royal,5,6,7,8,10
W0HvllLIWVX2HqQTThlTaMRT_i5,Royal,5,6,7,8,10
oLOowE0aoPyEXgphRPXnCU1lQNa,Royal,5,6,7,8,10
12G0gUds88CuP1CQHQ4srQVjI9,Royal,5,6,7,8,10
rWyztZNNb9rX7zL9VLymqsMRs4e,Royal,5,6,7,8,10
fHe5UGZ3Qp9kObX7GKCI01ubAUe,Royal,5,6,7,8,10
yYkPubIpOaTwj8GHsZA7fi4_Ap1,Royal,5,6,7,8,10
gbmJVvBZcDprsTRZp_m_yzcjvcj,Royal,5,6,7,8,10
pmqsMcLOrXfWIRWK_Xji3RnO0Xe,Royal,5,6,7,8,10
5DjbSaiKUn0KrR4kVbvAjyH9oCd,Royal,5,6,7,8,10
ffyytPHho8Wc93WxriWNJi372sd,Royal,5,6,7,8,10
iGhHITvFrJFwaiXScT1iMu5qFBj,Royal,5,6,7,8,10
ZddaqRBn9YAlObff1WCaRjYXt03,Royal,5,6,7,8,10
1txEXGptGN8F4qxWveCbxn5O_Wc,Royal,5,6,7,8,10
K5ANMw58do5aNDQEHjNupcuaHKb,Royal,5,6,7,8,10
1uXX4QIH9VwpGRs_xcbNeolAl_6,Royal,5,6,7,8,10
OqHXpMsztwvJRbIC2_UZGB2glm1,Royal,5,6,7,8,10
Xke_SVUYbTuFuEjUfdhjns2314d,Royal,5,6,7,8,10
30JXdywUOzq4i5xh4_PDX4OLRIb,Royal,5,6,7,8,10
D5efuxGEIAY1dBvj6y0Piur8_n2,Royal,5,6,7,8,10
xdN42Kam15hdYzMuIRjupigkyFi,Royal,5,6,7,8,10
4LENUspAUFpaZdZ8EJti9Myfzg1,Royal,5,6,7,8,10
dXyvicLEkCOZ4OaCtwAp6HJW4_d,Royal,5,6,7,8,10
ZuGatHa7OngW0oqyyywWrdGepta,Royal,5,6,7,8,10
nRu2ShzxU41d9dsW8jxyrm_6xc0,Royal,5,6,7,8,10
yFdlM3bqkktaWLBZLZLNjaqciJ5,Royal,5,6,7,8,10
v8j0XQsB8DhKVn97ZWsB7v3F_n0,Royal,5,6,7,8,10
7txXFPpRa_6cPa2vn2ZrlYpv5y8,Royal,5,6,7,8,10
HdHgvYbK8_8MVKlRcZdrTGHlu6j,Royal,5,6,7,8,10
YAszNzi2zc_RiK7E2xDIrENjQW3,Royal,5,6,7,8,10
GrQFe60QqWqAsQD4UTHnjcyIIsh,Royal,5,6,7,8,10
Ex4w81zQuhNeW2dWQZBnUNvh3Ta,Royal,5,6,7,8,10
TrUzMyjnNMp5xrnkGp4C_2ddE7k,Royal,5,6,7,8,10
YLzPGwJv1I6me8mOTTFpMTCMJih,Royal,5,6,7,8,10
a5KwCXt2Kq0X_zL8Oqe2tFxIpf9,Royal,5,6,7,8,10
oL8NdRYvlShnxeCr5APRtFL1y8a,Royal,5,6,7,8,10
J9C0fMrgB38vzvZhtxoUKwL9mS9,Royal,5,6,7,8,10
9A40APDlfSF739yvuJl0m9IAZW3,Royal,5,6,7,8,10
IxIUPhTDSq3aE6v_N061uHpxxz,Royal,5,6,7,8,10
hfM88BHBonqZlHTw4zqHeVxC_Nl,Royal,5,6,7,8,10
U3wQfnAhVeZycHn9mlMJZl_XqPj,Royal,5,6,7,8,10
nhR1DLIMy0cYU5ezePTLtY44gv1,Royal,5,6,7,8,10
PTlC07qdX15g68tHSu4i5vjiGC9,Royal,5,6,7,8,10
BVHcNuIyya_bNvn3GwYhwvK5u6b,Royal,5,6,7,8,10
X2Hbn9bNWk6sCaUohggqSruZuW9,Royal,5,6,7,8,10
hi4XMiqjy2257C565P0yM4naNWb,Royal,5,6,7,8,10
gkNwcWjK859EYQMXG75UXHABNn7,Royal,5,6,7,8,10
EMSUhgJj346bEJjzRKfMhIPwiBe,Royal,5,6,7,8,10
bcOZZ6oCX5yboQE1zjuh8oDcVed,Royal,5,6,7,8,10
7AVveL11mKx7IMSIWHAHI6tLnei,Royal,5,6,7,8,10
R4gYmBe_T49cewsRM58iebtvQlf,Royal,5,6,7,8,10
ZD1H0neP6FgrYsQ2cJAg1Y9EJ_l,Royal,5,6,7,8,10
LBoWbPIkP6XWOKcaGuaOQwOVqk0,Royal,5,6,7,8,10
FBAO1XsUoB_TTyTdUVHAke_EZRl,Royal,5,6,7,8,10
4h5IYiFIXki0G5cYJfkS8xTcVw9,Royal,5,6,7,8,10
1EhTgsrp9x07vU7dDUJSJIA4LQ1,Royal,5,6,7,8,10
OYVndT6lpcAha5ZSwUIVDzO14Zf,Royal,5,6,7,8,10
cJ1FeHUmrlqXTTT8OBMpDP68rf,Royal,5,6,7,8,10
SbIji5XBqTTG9pmRHAZZfNzjK50,Royal,5,6,7,8,10
ENHAECcYHLYKPYDk5xs3ZA6Z2d9,Royal,5,6,7,8,10
LrUJtNM4tPcRNY0kreaIrcXD6N4,Royal,5,6,7,8,10
0BftHjAO00RUldJQytmG1FlBtY8,Royal,5,6,7,8,10
l4aINoQyKXEcmCbMBMaX8Fhvo6j,Royal,5,6,7,8,10
kNawaCLQPlA_tjETjRK_P58X6Tg,Royal,5,6,7,8,10
42asfdZ0jjsmzZmyHXkMSsacdQ4,Royal,5,6,7,8,10
QCgvFuyUG13016eWh8RToEz3zzc,Royal,5,6,7,8,10
PdJZplJ_xrrMz82zoQa1X4FGWAg,Royal,5,6,7,8,10
FgpOG7XYqmeKKfoFF3HPk7MXfb5,Royal,5,6,7,8,10
82p42pkDFks8XW268VWR6tEIA_0,Royal,5,6,7,8,10
2x_GWX7Efs0u28RumWniCzdAd22,Royal,5,6,7,8,10
SMF2W0VnRetvmXkXoAqTVIIJ_gm,Royal,5,6,7,8,10
4GgyeUNHRW1Qze4fCaZiqe0m10f,Royal,5,6,7,8,10
PVHDtmi96i53Ni5uyWXlo8x21tl,Royal,5,6,7,8,10
FydhWDZ8GStz1TcrAXfNwufvLs8,Royal,5,6,7,8,10
Dksr9OC4mj1fJ4i3qjUP0eHSM0k,Royal,5,6,7,8,10
2FXzi3DQMavGYAT5sbYNPMjRrX9,Royal,5,6,7,8,10
OEVgJVxCB4zZssnG8zNhdlTn0ma,Royal,5,6,7,8,10
3MJIno8z7QZPe12v7qYUmhPY4uh,Royal,5,6,7,8,10
JwteBWsAw2PDrzwmNHpu2C0ju_m,Royal,5,6,7,8,10
LYNR_zsZ7QpqQ_lNT4p7oP570sg,Royal,5,6,7,8,10
g7yI_5jpnLTpwg5qdpHba06sxWa,Royal,5,6,7,8,10
J3htDRty9VOhP_X6Qt3caYlpPKd,Royal,5,6,7,8,10
7pPjC0493nMOSFknVlP6i1aG0zd,Royal,5,6,7,8,10
itFeJHOfk5dBWl3Pqr4DKUXwOWk,Royal,5,6,7,8,10
LbYIatwulvSnuzcoMZP9EVwj4Cf,Royal,5,6,7,8,10
iMiRQrZOe1jm7QzLoAECyEUf9hj,Royal,5,6,7,8,10
Bikk6no09qSRc9cox2rhlsq_ORb,Royal,5,6,7,8,10
Ly54BnmCV4xAicR4D97HoKPitCd,Royal,5,6,7,8,10
8O_0IW92VrVFYoMxgIreSpEVZb7,Royal,5,6,7,8,10
VQLcLVLm0jz4hQqzGNaktvxmME4,Royal,5,6,7,8,10
sPEF09UuSqlvxA3E4QPkB9s2R91,Royal,5,6,7,8,10
Ja6HrH6LrBjFvY67nNP57Plr4r9,Royal,5,6,7,8,10
Ta7nZta5nBWDAjDU9qjyjdXsALm,Royal,5,6,7,8,10
lCEAH2tA3C09F6d8wP5mRVDWg3b,Royal,5,6,7,8,10
x76Sz6CUWmhmpK0eCwco3pxn4ya,Royal,5,6,7,8,10
p66hgSThTn1OAFw3K4u0eZnhWKm,Royal,5,6,7,8,10
AQvBhlp522vYgL6f2iObz7TGSAh,Royal,5,6,7,8,10
IjtAU5EVD4OBn0vH5ICtKcXckhe,Royal,5,6,7,8,10
U7Ddu01BfqL2EGFRNJENDrcY9e0,Royal,5,6,7,8,10
QQGwenPN3MoY78EiZDrRPJz1Td4,Royal,5,6,7,8,10
O_mNW8lfgITTeUN7raEPFMff36g,Royal,5,6,7,8,10
N9aA8uq62FphU1zEbUsavK_s0C,Royal,5,6,7,8,10
_GAJ0fFP5bUw69HHMQpEw_Yc5Da,Royal,5,6,7,8,10
8zEUdbEFfrdOBo5A29n1kBNIid1,Royal,5,6,7,8,10
VEpGqfSrkYwbLRidsEL9roJcUi3,Royal,5,6,7,8,10
4W1rJdakAvzzdIS_odnmso_RIWk,Royal,5,6,7,8,10
ffDcSOs9DAnDRPdZoRAm2SysWL9,Royal,5,6,7,8,10
gVQmH4KgSXdc4N0D5ZQmXAVFsR6,Royal,5,6,7,8,10
YBAM1c_R44wbKvvuHnOSq4_QXGf,Royal,5,6,7,8,10
mWw9qnQ12ChwMf1f2Yw5OiS0wpj,Royal,5,6,7,8,10
9Xps7xNFSmNBUhWgTMeVGnTZ2va,Royal,5,6,7,8,10
zyqI_dh_kE15hRwGUidHhNQtIp3,Royal,5,6,7,8,10
N9L4Sk8pROxrvn1HuPTNfJI39re,Royal,5,6,7,8,10
y3oEYqhg_3iNwgk3bbjLRbelwa6,Royal,5,6,7,8,10
33JxTNRvzHSYEvMl5HwFoJG0PKi,Royal,5,6,7,8,10
xvX63QoaaeAqFJBwmSnR8S6xlI3,Royal,5,6,7,8,10
AtRWEUjtYvUxFXdgmYN1AhG1V95,Royal,5,6,7,8,10
_B_CByjrwN84p7tfn0cQFFSt0h8,Royal,5,6,7,8,10
XE5YSwhhWMDaMIRlm9eX2Fybooc,Royal,5,6,7,8,10
dXK3Ver31VlPP_5Z6hDowqPzqua,Royal,5,6,7,8,10
C_zMS3T7gEJGQWCbY0R10D7LbDb,Royal,5,6,7,8,10
q8xE1gVPUglvbkNrGEE4g13xBz3,Royal,5,6,7,8,10
nUu8sWbCGYof8WeyAzrlImvnkib,Royal,5,6,7,8,10
9t25dPVuqDxZQtwkQdi5HBpResi,Royal,5,6,7,8,10
_smRoz8otC4Kpjpue6ncymFjlnh,Royal,5,6,7,8,10
4eTQkQWZ4r6v8vz5NlQMnh47Fpa,Royal,5,6,7,8,10
TFo3Q6SvqGu08bbXerY_yFchl9i,Royal,5,6,7,8,10
BVf7EWWE9yhNA2XHx_ZkahBVtA5,Royal,5,6,7,8,10
5Vgd7AYk5ng9B9NP7rYn1CMuw8b,Royal,5,6,7,8,10
QL3BRX8Qyqr8I4i6d5Hr0qq3SFj,Royal,5,6,7,8,10
JS_HxgDVzrS7Y4koRf283NQzk1i,Royal,5,6,7,8,10
_AmF7VQ89PcOb2Ex_n8BVTql9Gk,Royal,5,6,7,8,10
VWDNV5IG5WnzAzN_AHqgfKyIsH,Royal,5,6,7,8,10
fsMKJtPT7M2WXcVtav3n340cINf,Royal,5,6,7,8,10
wmooDRrYQYgZDpZDWI3YpIAm6Pj,Royal,5,6,7,8,10
I6UhUwito8r4ub7vo2IbLinxCXc,Royal,5,6,7,8,10
Bu4_8vaSCBM9ftE69bUmDYjrUM3,Royal,5,6,7,8,10
VloZDJxmM0gzEf71a7AeZJMNa67,Royal,5,6,7,8,10
17vc3Wj2MByQ76RDS7b8xz4dd37,Royal,5,6,7,8,10
w0gueJp_Sf2NhlPrIsqgL3Sawk1,Royal,5,6,7,8,10
40BLeVxbOJBRnEWHcf3DDqVxAI5,Royal,5,6,7,8,10
yImSaOvxL_Gg6ANmtGidNbBDpOg,Royal,5,6,7,8,10
qMF4TKOTSt7_Srfzn3I3P4Tp3Te,Royal,5,6,7,8,10
qmELS52UFugAUxMJFJm5Q_TUm3l,Royal,5,6,7,8,10
r_fJH7qWlWcZVwBNkKfvl13KVp2,Royal,5,6,7,8,10
yOAmOESnzddnXVaX6RRK756NSf0,Royal,5,6,7,8,10
k3BzYo1_HMPCZnhY6OhBOqCJIP1,Royal,5,6,7,8,10
Irc1XKDcpzAeYv8htchzKBBPCUh,Royal,5,6,7,8,10
KdtoTCHYZRp2Rqf11OIYZP_JhX6,Royal,5,6,7,8,10
K4_R0BpJt51Xv3ElIMrRNKR9Gwb,Royal,5,6,7,8,10
D2XUDecnfUHJ84GhjUCxyFbjWR6,Royal,5,6,7,8,10
QpaJhoENuB4bez2Q58wXOiJyVL8,Royal,5,6,7,8,10
fWqQmlxRhyaH88LmBgLs2nwvo35,Royal,5,6,7,8,10
3Ooj1p0iBSdi2jjnSv1EKpiuCcl,Royal,5,6,7,8,10
PLkYalHJbl6UnWV2A51zD3z8u28,Royal,5,6,7,8,10
CnD3ZwIn4q6YSjhmsC9SAGUdjg4,Royal,5,6,7,8,10
aDA7j6tcthlJVZpBwQAauXVJm53,Royal,5,6,7,8,10
Hx9D2m_SWXRYjCkCvpc0Tbva7Z1,Royal,5,6,7,8,10
2xdHQejeh7xValkoXzUXYlegt2a,Royal,5,6,7,8,10
zDHfX7DkxF9S5XisK2E90vjT6jf,Royal,5,6,7,8,10
TtBYQ8_NmgxqB16WucQOoL6RYQ0,Royal,5,6,7,8,10
v9qDmiJFBo2610qVOH9IgxPyGB8,Royal,5,6,7,8,10
Ypstkqvvssadwv849EM4J1QrJ93,Royal,5,6,7,8,10
7hItVcMCujnxZqHMLjVShXYcD3a,Royal,5,6,7,8,10
dqvYjZaB37v5EiRmHVdAKdgeaPg,Royal,5,6,7,8,10
zOWmAsYcyPAetJ15VPuvxLtNVph,Royal,5,6,7,8,10
0prz7Y_O2YjVFlKX44uSNxyIIV8,Royal,5,6,7,8,10
TwVw5Qnhf4qKmc1fhwH9_9kGs34,Royal,5,6,7,8,10
jVXtSCeVp0B3s5u5jhp9S8vLBEm,Royal,5,6,7,8,10
Fq5_JYbRjduQOAtdhTuTgnvSv1g,Royal,5,6,7,8,10
w7l1buT9xhpLvMCeNhVQ5RXQQ7l,Royal,5,6,7,8,10
w4myne0L8w9oki6QeDuN1z5pfD3,Royal,5,6,7,8,10
dpnk0oknjcKjGPrv6qvafSRXJi7,Royal,5,6,7,8,10
Vsb3ariezKh4qIlHnvBptwoNPrh,Royal,5,6,7,8,10
8t_nhj1kWWL17cc54sPwnyvxDUe,Royal,5,6,7,8,10
9H8bxjja3_YzkRcLHIewzp1XYk6,Royal,5,6,7,8,10
fOChmPuvvIJFpmeIXWwkKXj9R3f,Royal,5,6,7,8,10
CxR4j4G34dk0JuxfSP4WaXp3Ee4,Royal,5,6,7,8,10
ZKegATQojgzWwBGisVDnV6OHoG7,Royal,5,6,7,8,10
oCmGaeEyFNA3Sq9YiqQMG19mCcb,Royal,5,6,7,8,10
bUq7kgPcYp4rGPXMDybooXQQX5e,Royal,5,6,7,8,10
oz_czquZBDXaJ2WINFTvAg0atUf,Royal,5,6,7,8,10
iFUqhA9q_pIBvF_bD8WKji4BWEf,Royal,5,6,7,8,10
gVOuznObEi3P_R9x1vCNBoe4_if,Royal,5,6,7,8,10
56HNb2TOieQt_SBqAM6ZN4I7dIb,Royal,5,6,7,8,10
ZOFmj_jjvcUlvlsNFexFFbxMww6,Royal,5,6,7,8,10
9R6Bxsh8KUSo2CEyysVMKT_MUBa,Royal,5,6,7,8,10
KzPTPzwylPvg7xTtIzxz_S6iJc2,Royal,5,6,7,8,10
OneQa8sMbla24a6BaJKJMCMNVVi,Royal,5,6,7,8,10
kWXZDtF7uNa9vAbbUbraCcmpdh1,Royal,5,6,7,8,10
zmkotjP1mTZvSM_qTEfDSg01MO4,Royal,5,6,7,8,10
mlm78Q47sLfkFp_nBx_CeFOLH77,Royal,5,6,7,8,10
gUZsiYn3JPOVRI_tIAqU9IHjO75,Royal,5,6,7,8,10
MrjoSLQnEUa_3PDzhYjyuv2QxVh,Royal,5,6,7,8,10
7dHHXccpgOY415aWeodMPbCw6D8,Royal,5,6,7,8,10
YUWL0dmPGwClY1gSkfgGJbGLq26,Royal,5,6,7,8,10
ylYFL7jDE8PSmB8amyO0cPmV4N2,Royal,5,6,7,8,10
P35bAtnQMLE_GVLYwdH6xutLUzc,Royal,5,6,7,8,10
56X0la_HGAIPTJXSfYBGGE09ji1,Royal,5,6,7,8,10
3ddmtnez2lsGeGjplthI8x1z9eh,Royal,5,6,7,8,10
l4Lxvfp1xdoOvEKr53OOpPW7WP1,Royal,5,6,7,8,10
Hi2W361cKxq5dMO_PnCoU9LWaU7,Royal,5,6,7,8,10
JA22XmSBH7JSUKNdbVtZAhmLXNa,Royal,5,6,7,8,10
xPkvpx_wOtGCOTApYHH_VwMvemb,Royal,5,6,7,8,10
seNbfOLGZf_Wa6AKczFqDpht9nd,Royal,5,6,7,8,10
tdHyFeAUXhpsnWyEFWhB0qauVg1,Royal,5,6,7,8,10
